Type	String	Frequency	OMOP_ID	OMOP_Name
Condition	type i or type ii diabetes	1	201826	Type 2 diabetes mellitus
Condition	typical feature	1	4028109	Family Strigidae
Condition	typical lesions	1	4028109	Family Strigidae
Condition	typical upper respiratory symptoms	1	313878	Respiratory symptom
Condition	ulceration	1	4177703	Ulcer
Condition	ultrahigh frequency waves	1	408973	Decreased frequency of F-wave
Condition	unable to protect airway	1	44807967	Unable to maintain own airway
Condition	unacceptable medical or psychiatric risk	1	38003075	Room & Board Ward (Medical or General) - Psychiatric
Condition	unavailability of blood	1	45882382	Unavailable/incorrect drug/blood product
Condition	unbalanced heart failure	1	316139	Heart failure
Condition	unconfirmed covid-19 infection	1	756039	Respiratory infection due to COVID-19
Condition	unconjugated hyperbilirubinemia	1	4298325	Unconjugated hyperbilirubinemia
Condition	unconscious	1	4168031	Unconscious
Condition	unconscious patients	1	4047391	Care of unconscious patient
Condition	uncontrollable diabetes	1	4019513	Brittle diabetes mellitus
Condition	uncontrollable hypertension	1	4289933	Malignant hypertension
Condition	"uncontrolled , intercurrent diseases"	1	4229126	Intercurrent disease
Condition	uncontrolled active bacterial	1	4078213	Uncontrolled
Condition	"uncontrolled active neurological , cardiac , pulmonary , hepatic or renal disease"	1	443238	Diabetic - poor control
Condition	uncontrolled active systemic infection	1	4078213	Uncontrolled
Condition	uncontrolled acute disease	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled arrhythmias	1	44784217	Cardiac arrhythmia
Condition	uncontrolled arrythmias	1	4065287	EKG: supraventricular arrhythmia
Condition	uncontrolled asthma	1	46270322	Intermittent asthma uncontrolled
Condition	uncontrolled atrial flutter )	1	314665	Atrial flutter
Condition	uncontrolled auto-immune disease	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled bacterial sepsis	1	4000938	Bacterial sepsis
Condition	uncontrolled bacterial superinfection	1	4105019	Superimposed infection
Condition	uncontrolled blood pressure despite	1	4326744	Blood pressure
Condition	uncontrolled cardiac arrhythmia	1	44784217	Cardiac arrhythmia
Condition	uncontrolled cardiac arrhythmias	1	44784217	Cardiac arrhythmia
Condition	uncontrolled cardiac decompensation	1	4111554	Decompensated cardiac failure
Condition	uncontrolled cardiac disease	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled cardiovascular diseases	1	134057	Disorder of cardiovascular system
Condition	uncontrolled chronic inflammatory disease	1	195598	Chronic uterine inflammatory disease
Condition	"uncontrolled chronic pulmonary , cardiovascular , renal , hepatic , neurologic , hematologic or metabolic"	1	443238	Diabetic - poor control
Condition	uncontrolled chronic respiratory diseases ( asthma	1	46270322	Intermittent asthma uncontrolled
Condition	uncontrolled coagulopathy	1	35807484	Coagulopathy medication
Condition	uncontrolled comorbid conditions	1	46235351	Comorbid condition
Condition	uncontrolled concomitant diseases	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled concomitant infection	1	416341	Divergent concomitant strabismus
Condition	uncontrolled condition	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled cranial hypertension	1	4289933	Malignant hypertension
Condition	uncontrolled cytokine release syndrome	1	46271778	Cytokine release syndrome
Condition	uncontrolled dermopiodermitis	1	4078213	Uncontrolled
Condition	uncontrolled diabetes type 2	1	40482801	Type II diabetes mellitus uncontrolled
Condition	uncontrolled diabetes uncontrolled hypertension chronic liver disease chronic obstructive pulmonary disease	1	44782563	Pulmonary hypertension due to chronic obstructive pulmonary disease
Condition	uncontrolled epistaxis irrespective of the amount of blood loss	1	2000127	Other excision or destruction of lesion or tissue of brain
Condition	uncontrolled fungal infection	1	433701	Mycosis
Condition	"uncontrolled heart , kidney"	1	4078213	Uncontrolled
Condition	uncontrolled heart disease	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled hemorrhage	1	4078213	Uncontrolled
Condition	uncontrolled hiv	1	4078213	Uncontrolled
Condition	uncontrolled malignancies	1	4078213	Uncontrolled
Condition	uncontrolled malignancy	1	4078213	Uncontrolled
Condition	uncontrolled malignant tumor	1	439392	Primary malignant neoplasm
Condition	uncontrolled malignant tumors	1	439392	Primary malignant neoplasm
Condition	"uncontrolled medical , psychological , psychiatric"	1	38003475	Psychiatric/Psychological Treatments - Other
Condition	uncontrolled medical conditions like	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled medical disorder	1	195771	Secondary diabetes mellitus
Condition	uncontrolled medical illness	1	4079935	Medical illness convalescence
Condition	"uncontrolled mental , neurological or psychological disorders"	1	45877392	Psychological Disorders
Condition	uncontrolled nausea	1	4078213	Uncontrolled
Condition	uncontrolled neurological disorders	1	36308796	Neurological disorder
Condition	uncontrolled or active/recent bleeding	1	45877098	Bleeding uncontrolled
Condition	uncontrolled pleural/pericardial effusions	1	4161701	Pericardial effusion
Condition	uncontrolled preexisting medical condition	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled psychiatric disorder	1	36308213	Psychiatric disorder
Condition	uncontrolled psychotic disorders	1	436073	Psychotic disorder
Condition	uncontrolled pulmonary disorders	1	319845	Pulmonary valve disorder
Condition	uncontrolled renal disease	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled respiratory disease	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled risk of infection	1	4587963	Infection risk
Condition	uncontrolled sars symptoms	1	4078213	Uncontrolled
Condition	uncontrolled seasonal allergies	1	40478941	Seasonal allergy
Condition	uncontrolled secondary infection	1	195771	Secondary diabetes mellitus
Condition	uncontrolled seizure disorder	1	4029498	Seizure disorder
Condition	uncontrolled seizures disorder	1	4029498	Seizure disorder
Condition	uncontrolled sepsis of bacterial	1	4000938	Bacterial sepsis
Condition	uncontrolled septic shock	1	196236	Septic shock
Condition	uncontrolled severe bacterial	1	4289933	Malignant hypertension
Condition	uncontrolled severe hypertension	1	4289933	Malignant hypertension
Condition	uncontrolled severe systemic hypertension	1	4289933	Malignant hypertension
Condition	uncontrolled shock	1	4078213	Uncontrolled
Condition	uncontrolled sleep apnea	1	313459	Sleep apnea
Condition	uncontrolled symptomatic arrhythmia	1	44784217	Cardiac arrhythmia
Condition	uncontrolled systemic	1	4078213	Uncontrolled
Condition	uncontrolled systemic disease	1	443774	"Disease condition determination, uncontrolled"
Condition	uncontrolled systolic hypertension	1	4289933	Malignant hypertension
Condition	uncontrolled tuberculosis	1	4078213	Uncontrolled
Condition	uncontrolled type ii diabetes	1	40482801	Type II diabetes mellitus uncontrolled
Condition	uncontrolled under treatment	1	4078213	Uncontrolled
Condition	uncontrolled underlying disease	1	443774	"Disease condition determination, uncontrolled"
Condition	uncorrectable hypoglycemia	1	4171894	Uncorrected visual acuity
Condition	uncorrectable medical condition	1	4171894	Uncorrected visual acuity
Condition	uncorrected cerebral aneurysm	1	4332246	Aneurysm
Condition	uncorrected hypokalemia	1	437833	Hypokalemia
Condition	uncorrected hypokalemia or hypomagnesemia	1	45769163	Gitelman syndrome
Condition	uncorrected hypomagnesemia	1	4098604	Hypomagnesemia
Condition	uncorrected hypopotassemia or hypomagnesemia	1	437833	Hypokalemia
Condition	uncorrected severe hypokalaemia	1	437833	Hypokalemia
Condition	uncorrected severe hypomagnesemia	1	36713453	Familial hypomagnesemia hypercalciuria nephrocalcinosis with severe ocular involvement
Condition	uncrontroled malignant disease	1	443392	Malignant neoplastic disease
Condition	under dmard	1	44791453	Community disease modifying antirheumatic drug monitoring suspended
Condition	under mechanical ventilation	1	19025274	oxygen
Condition	under-age	1	4021606	Age AND/OR growth finding
Condition	undergoing hemodialysis	1	4141262	Secondary lysosome undergoing exocytosis
Condition	undergoing mechanical ventilation	1	19025274	oxygen
Condition	undergoing mental health treatment	1	4296934	Mental health treatment
Condition	undergone hematopoietic stem cell transplant	1	4120445	Hemopoietic stem cell transplant
Condition	undergone surgical sterilization	1	40767528	Have you ever undergone eye muscle surgery [PhenX]
Condition	underlying active malignancy	1	43531175	Eaton Lambert syndrome with underlying malignancy
Condition	underlying conditions	1	195771	Secondary diabetes mellitus
Condition	underlying diseases	1	4297823	Alopecia due to underlying disease
Condition	underlying heart disease	1	4297823	Alopecia due to underlying disease
Condition	underlying immunosuppression	1	4242843	Immunosuppression
Condition	underlying lung disease	1	4297823	Alopecia due to underlying disease
Condition	underlying medical comorbidities	1	46235351	Comorbid condition
Condition	underlying medical condition	1	195771	Secondary diabetes mellitus
Condition	underlying medical problems	1	3046098	Medical problem
Condition	underlying serious heart condition	1	45884704	Heart condition
Condition	underlying solid tumor	1	4240565	Solid tumor configuration
Condition	unexplained clinical syndrome	1	46257639	"Genome (eg, unexplained constitutional or heritable disorder or syndrome)"
Condition	unexplained pain syndromes	1	46257639	"Genome (eg, unexplained constitutional or heritable disorder or syndrome)"
Condition	unexplained side effects	1	36308802	Side effects
Condition	unilateral lung ventilation	1	4337611	Single lung transplant
Condition	unilateral or bilateral pulmonary infiltrates in chest x-ray	1	3707456	Ribs - unilateral and Chest | X-ray | Radiology
Condition	unipolar depressive episode	1	440383	Depressive disorder
Condition	universal definition of myocardial infarction	1	4329847	Myocardial infarction
Condition	unresolved neisseria meningiditis infection	1	4137183	Unresolved
Condition	unsatisfactory controlled hypertension	1	4016922	Poor hypertension control
Condition	unstable arrhythmias	1	44784217	Cardiac arrhythmia
Condition	unstable cardiac angina	1	315296	Preinfarction syndrome
Condition	unstable cardiac disease	1	4082253	Unstable hemoglobin disease
Condition	unstable cardiovascular or valvular disease	1	422715	Chronic rheumatic heart disease
Condition	unstable chest angina	1	315296	Preinfarction syndrome
Condition	unstable clinical condition	1	4037288	Patient's condition unstable
Condition	unstable concurrent medical condition	1	4037288	Patient's condition unstable
Condition	unstable hemodynamic status	1	4137184	Unstable status
Condition	unstable ischemia	1	4200991	Ischemia
Condition	"unstable liver , kidney"	1	400778	"Liver and kidney, CS"
Condition	"unstable major cardiovascular , renal , endocrine , immunological , or hepatic disorder"	1	4135463	Cardiovascular renal disease
Condition	unstable medical comorbidities	1	46235351	Comorbid condition
Condition	unstable medical condition	1	4037288	Patient's condition unstable
Condition	unstable medical disorder	1	4103399	Emotionally unstable personality disorder
Condition	unstable medical or mental health condition	1	1384495	Mental Health: Mental Health Condition
Condition	unstable metabolic condition	1	4037288	Patient's condition unstable
Condition	"unstable renal , cardiac , pulmonary , neurologic , vascular"	1	706483	Vascular neurology
Condition	unstable respiratory disorder	1	4103399	Emotionally unstable personality disorder
Condition	unstable severe cardiac insufficiency	1	316139	Heart failure
Condition	unstable somatic diseases	1	4082253	Unstable hemoglobin disease
Condition	unstable symptomatic ischemic heart disease	1	4185932	Ischemic heart disease
Condition	unstable ventricular arrhythmia	1	4185572	Ventricular arrhythmia
Condition	unstable ventricular tachycardia	1	4103295	Ventricular tachycardia
Condition	untreated active infection	1	762534	Maternal varicella infection - untreated
Condition	untreated arrhythmia	1	45771048	Untreated water specimen
Condition	untreated bacterial infection	1	762534	Maternal varicella infection - untreated
Condition	untreated fungal	1	45771048	Untreated water specimen
Condition	untreated hepatitis b or c	1	40483136	Hepatitis B and hepatitis C
Condition	untreated human immunodeficiency virus ( hiv ) infection	1	439727	Human immunodeficiency virus infection
Condition	untreated malignant tachycardia	1	45771048	Untreated water specimen
Condition	untreated mental condition	1	4066161	Well in self
Condition	untreated or untreatable hypertension	1	45771048	Untreated water specimen
Condition	untreated seizure disorder	1	4029498	Seizure disorder
Condition	untreated systemic bacterial	1	45771048	Untreated water specimen
Condition	untreated systemic bacterial infection	1	762534	Maternal varicella infection - untreated
Condition	untreated tb	1	45771048	Untreated water specimen
Condition	upper airway obstruction	1	4119787	Post-upper airway obstruction pulmonary edema
Condition	upper gastrointestinal hemorrhage	1	4291649	Upper gastrointestinal bleeding
Condition	upper gastrointestinal surgery	1	4256632	Upper gastrointestinal surgery
Condition	upper gastrointestinal surgery or suspected delayed gastric	1	4256632	Upper gastrointestinal surgery
Condition	upper limb impairment	1	4037325	Symptom: upper limb
Condition	upper limit of normal	1	35918744	LDH Upper Limits of Normal
Condition	upper respiratory infection	1	4181583	Upper respiratory infection
Condition	upper respiratory or lower respiratory tract infection	1	4181583	Upper respiratory infection
Condition	upper respiratory tract infection ( urti )	1	4181583	Upper respiratory infection
Condition	upper respiratory tract infections	1	4181583	Upper respiratory infection
Condition	upper respiratory tract specimen ( nasopharyngeal swab ( nps )	1	4122259	Nasopharyngeal swab
Condition	upper respiratory viral illness	1	440029	Viral disease
Condition	urethral injury	1	4049931	Open injury of urethra
Condition	urethroprostatic disorders	1	42593581	Urethroprostatic reflux
Condition	urgent-coronary revascularization	1	4106548	Aortocoronary bypass of one coronary artery
Condition	urgent/emergency gastrointestinal pathology	1	4093606	Emergency
Condition	urinary incontinence	1	197672	Urinary incontinence
Condition	urinary machines	1	4009585	Abnormal urine
Condition	urinary tract infection	1	81902	Urinary tract infectious disease
Condition	urinary tract infections	1	81902	Urinary tract infectious disease
Condition	"urolithiasis , nephrolithiasis"	1	20162	Kidney stone
Condition	using high-flow nasal cannula ( hfnc )	1	4139525	High flow oxygen nasal cannula
Condition	using hiv protease inhibitor drugs	1	42536028	Protease inhibitor
Condition	uterine malignancy	1	19781	Malignant neoplasm of uterine adnexa
Condition	vaccinated against meningococcal infections	1	436621	Meningococcal infectious disease
Condition	vaccination-induced side reactions	1	4290412	Induced autoimmune reaction
Condition	valencia	1	4201893	Valencia
Condition	valid do not intubate ( dni )	1	413464	Not intubated
Condition	valid health insurance	1	4076624	Are you covered by health insurance or some other kind of health care plan [PhenX]
Condition	valve disease	1	4108234	Multiple valve disease
Condition	"valvular heart defects , pulmonary hypertension"	1	44782566	Pulmonary hypertension due to left-sided valvular heart disease
Condition	variant creutzfeldt-jakob disease	1	443362	Variant Creutzfeldt-Jakob disease
Condition	varicella	1	434272	Varicella
Condition	various acute diseases	1	4117031	Extended series patch test substance
Condition	various mental	1	4117031	Extended series patch test substance
Condition	vascular complications	1	313928	Peripheral vascular complication
Condition	vascular malformations	1	37204873	Vascular malformation
Condition	vascular redistribution	1	4086104	Redistribution
Condition	vasomotor symptoms	1	43055	Vasomotor rhinitis
Condition	vater 's ampulla	1	410068	Dilation of sphincter of Oddi
Condition	vcjd ) risk	1	8509	risk
Condition	vegetated states	1	36309649	Vegetative state
Condition	venclexta ®	1	36249551	Venclexta Pill
Condition	veno-venous	1	153163	"Extracorporeal Oxygenation, Membrane, Peripheral Veno-venous"
Condition	venous cerebral thrombosis	1	4061473	Obstetric cerebral venous thrombosis
Condition	venous malformations	1	4119775	Venous malformation
Condition	venous thromboembolism ( deep vein thrombosis	1	4207899	Deep venous thrombosis of tibial vein
Condition	venous thromboembolism events	1	4327889	Thromboembolism of vein
Condition	venous thromboembolism or pulmonary embolism	1	4327889	Thromboembolism of vein
Condition	venous vascular condition	1	4302136	History of peripheral vascular disease
Condition	venti-mask	1	4130245	Mask
Condition	ventilator imv controller	1	45771725	Ventilator IMV controller
Condition	ventilatory failure	1	44791135	Ventilatory support
Condition	ventricular arrythmia	1	4065287	EKG: supraventricular arrhythmia
Condition	ventricular cardiac rhythm disorders	1	4091457	Cardiac rhythm type
Condition	ventricular disorders	1	4158483	Disorder of brain ventricular shunt
Condition	ventricular dysrhythmias	1	4185572	Ventricular arrhythmia
Condition	ventricular pacing	1	4092038	Ventricular pacing pattern
Condition	ventricular rhythm disturbances	1	36307931	cardiac rhythm disturbance
Condition	ventricular tachycardia/fibrillation	1	45877467	Cardiac arrest- ventricular fibrillation/pulseless ventricular tachycardia
Condition	verified coronavirus disease	1	21493277	Verified procedure
Condition	verified intracranial hypertension	1	4154803	Raised intracranial pressure
Condition	verified thrombophilia	1	412565	Thrombophilia
Condition	vertical transmission	1	44804321	Vertical transmission - National Public Health Classification
Condition	veteran allergic	1	42080582	Veteran
Condition	via high-flow nasal cannula	1	4139525	High flow oxygen nasal cannula
Condition	via nasal cannula	1	2614925	"Cannula, nasal"
Condition	via nasoenteral tube	1	4136904	Nasoenteric tube
Condition	via tracheostomy	1	4119422	Tracheoscopy via tracheostomy
Condition	viable intrauterine pregnancy	1	4034086	Viable pregnancy
Condition	"victim, pedestrian in vehicular and/or traffic accident (finding)"	1	441188	"Victim, pedestrian in vehicular AND/OR traffic accident"
Condition	vigilance disorders	1	4138254	Wohlfahrtia vigil
Condition	vik asthma	1	317009	Asthma
Condition	vik depression	1	440383	Depressive disorder
Condition	viral detection	1	37021229	Gastrointestinal viral pathogens panel - Stool by NAA with probe detection
Condition	viral detection in naso-faringeal	1	42001202	Naso
Condition	viral disease	1	440029	Viral disease
Condition	viral hepatitis c	1	197494	Viral hepatitis C
Condition	viral illness	1	440029	Viral disease
Condition	viral myocarditis	1	4231274	Viral myocarditis
Condition	viral nucleic acid	1	4041975	Viral nucleic acid assay
Condition	viral nucleic acid positive	1	4041975	Viral nucleic acid assay
Condition	viral rna	1	4153375	PCR positive for hepatitis C viral RNA
Condition	viremic hepatitis	1	19499	Inflammatory disease of liver
Condition	viremic hepatitis c.	1	197494	Viral hepatitis C
Condition	virologic confirmation of sars-cov-2 infection	1	703439	Taking of swab for SARS-CoV-2
Condition	virological confirmation of sars-cov-2 infection	1	703439	Taking of swab for SARS-CoV-2
Condition	virus positive respiratory viral panel	1	3015042	Viral susceptibility panel
Condition	visceral fistula formation	1	4275133	Formation of mucous fistula
Condition	vision impairment	1	373786	Abnormal vision
Condition	vision problem	1	373786	Abnormal vision
Condition	visual disorders	1	413444	Visual system disorder
Condition	visual disturbances	1	374034	Visual disturbance
Condition	visual field	1	4249889	Visual field
Condition	visual field defect	1	377286	Visual field defect
Condition	visual field impairment	1	4249889	Visual field
Condition	visual or hearing impairments	1	4236215	Visual and hearing impairment device
Condition	visually impairing eye disease	1	4104391	"Better eye: moderate visual impairment, Lesser eye: moderate visual impairment"
Condition	vital surgical emergency	1	4079617	Emergency hospital admission
Condition	vitamin d deficiency	1	43607	Vitamin D deficiency
Condition	vitamin d2	1	19045045	ergocalciferol
Condition	vitamin d3	1	19095164	cholecalciferol
Condition	vitamin deficiency	1	436658	Vitamin deficiency
Condition	vte ( deep vein thrombosis [ dvt	1	4133004	Deep venous thrombosis
Condition	vulnerable health-care	1	44803964	Vulnerable group - National Public Health Classification
Condition	waldenstrom disease	1	4098597	Waldenström macroglobulinemia
Condition	wegener 's granulomatosis	1	313223	Granulomatosis with polyangiitis
Condition	wet bronchiectasis	1	256449	Bronchiectasis
Condition	wheat allergy	1	4169137	Allergy to wheat
Condition	where pregnancy	1	42869815	Where was vaccine received
Condition	whole blood via fingerstick	1	4226865	Blood
Condition	whole blood via venipuncture	1	4102442	Venipuncture for blood test
Condition	with laterality	1	4157989	Laterality
Condition	worse chronic kidney disease	1	46271022	Chronic kidney disease
Condition	x-linked adrenal hypoplasia congenita	1	4030211	"Congenital adrenal hypoplasia, X-linked"
Condition	xatral ®	1	35629391	Xatral
Condition	xeroderma pigmentosum	1	4195318	Xeroderma pigmentosum
Condition	xxy males	1	422849	"Klinefelter's syndrome, XXY"
Condition	"yes, at arrival at the ed"	1	45877357	"Yes, at arrival at the ED"
Condition	yf vaccine-related viscerotropic disease	1	44132867	0.5 ML Yellow Fever Vaccine 220000 PFU/ML Injectable Solution [YF-Vax] Box of 5 by Sanofi
Condition	· influenza like illness	1	4319159	Influenza-like illness
Condition	• respiratory frequency ≥ 24 times/min	1	4313591	Respiratory rate
Condition	≥ 1 relevan cardiovascular condition	1	4102739	Screening for cardiovascular system disease
Condition	≥ grade 1 abnormality	1	4203341	Open grade I
Condition	④ tumor	1	380055	Primary malignant neoplasm of brain
Condition	⑦ functional asplenia	1	4242866	Functional asplenia
Condition	⑧ pregnant and lactating	1	4299535	Pregnant
Condition	⑧ severe chronic diseases	1	4209097	Severe chronic obstructive pulmonary disease
Condition	⑨ severe liver and kidney diseases	1	443612	Chronic kidney disease stage 4
Drug	/ - non-steroidal anti-inflammatory drugs	1	4215532	Non-steroidal anti-inflammatory drugs contraindicated
Drug	14-days quarantine period	1	4015847	Isolation of infection contact
Drug	2-s-glutathionylcaffeic acid isoprenyl ester	1	40482272	Propyl salicylate
Drug	3 antihypertensive drugs	1	4169347	Allergy to vasodilator
Drug	4-aminoquinoline hypersensitivity	1	21604887	Aminoquinolines
Drug	5-transtryptamine reuptake inhibitors	1	35621911	Dopamine reuptake inhibitor
Drug	abacavir	1	1736971	abacavir
Drug	absorb hydroxychloroquine	1	1777087	hydroxychloroquine
Drug	acai-based products	1	19042819	acai extract
Drug	acei/arb therapy	1	42021663	Arbúcies
Drug	acetazolamide	1	929435	acetazolamide
Drug	active chemotherapy treatment	1	3003037	Chemotherapy treatment Cancer
Drug	active cytotoxic chemotherapy	1	4141762	Oral chemotherapy
Drug	active drug treatment	1	44090354	Benzoyl Peroxide 0.025 MG/ML Topical Solution [Active Anti-Acne Treatment Kit] by Fruit Of The Earth
Drug	active drugs	1	44074753	Triclosan 0.003 MG/ML Topical Gel [Activ] by Wood Wyant
Drug	active immunosuppressants	1	4242843	Immunosuppression
Drug	active immunosuppressive treatment	1	3186744	Ongoing treatment with immunosuppressive agents
Drug	active ingredients	1	4132252	Has active ingredient
Drug	active substance prasugrel	1	4022675	Substance
Drug	active systemic chemotherapy	1	4273629	Chemotherapy
Drug	acyclovir	1	1703687	acyclovir
Drug	additional program	1	45885297	Programs
Drug	adhesives	1	421921	Adhesive
Drug	adjuvant chemotherapy	1	1314502	Breast adjuvant chemotherapy administered
Drug	adjuvant treatment	1	4191637	Adjuvant - intent
Drug	adrenal replacement steroid doses	1	435718	Poisoning by adrenal cortical steroid
Drug	advair ®	1	36236045	Advair Inhalant Product
Drug	agents where treatment	1	303576	Where performed Radiation treatment
Drug	agonists	1	42536116	Melatonin agonist
Drug	aimovig	1	1510475	Aimovig Injectable Product
Drug	ajovy	1	35200584	Ajovy Injectable Product
Drug	alanine transaminase	1	414638	Alanine aminotransferase measurement
Drug	albumin	1	4199139	Albumin
Drug	albumine	1	4199139	Albumin
Drug	alcohol or drugs	1	26181	Alcohol and/or drug assessment
Drug	aliskiren-containing medications	1	1317967	aliskiren
Drug	alitretinoin	1	941052	alitretinoin
Drug	all-trans retinoic acid	1	903643	tretinoin
Drug	alpha-blockers	1	41347	Alpha-adrenoceptor blocker not tolerated
Drug	alpha-integrin	1	42536054	Alpha-4 integrin receptor antagonist
Drug	alpha/beta blockers	1	4047983	Beta blocker indicated
Drug	already established hydroxychloroquine treatment	1	44790311	Home visit - treatment already received by patient
Drug	alternate telephone number	1	37118762	Telephone number
Drug	alternatives	1	37019469	Alternative
Drug	ambrisentan	1	1337068	ambrisentan
Drug	amebic	1	431916	Amebic hepatitis
Drug	amifostine	1	135004	amifostine
Drug	amikacin	1	1790868	amikacin
Drug	aminoglutethimide	1	1503057	aminoglutethimide
Drug	amisulpride .	1	19057607	amisulpride
Drug	amphotericin b	1	171724	amphotericin B
Drug	anaesthesiology	1	438046	Medical accidents to patients during surgical and medical care
Drug	anaphylactic	1	4162563	Anaphylactic urticaria
Drug	anastrozole	1	1348265	anastrozole
Drug	androgen receptor antagonists	1	35621899	Androgen receptor antagonist
Drug	androgen replacement products	1	40786242	Androgens-
Drug	anesthesia machine	1	4236736	Anesthesia machine
Drug	angiotensin	1	963889	angiotensin II
Drug	angiotensin converting - enzyme inhibitors	1	42539487	Angiotensin-converting enzyme inhibitor
Drug	angiotensin receptor blockers	1	21601823	"Angiotensin II receptor blockers (ARBs), plain"
Drug	angiotensin receptor-neprilysin inhibitors	1	37206733	Neprilysin inhibitor
Drug	angiotensin-converting-enzyme inhibitors	1	42539487	Angiotensin-converting enzyme inhibitor
Drug	angola	1	4075205	Angola
Drug	anilides	1	21604343	Anilides
Drug	another agent	1	45883741	Another schedule
Drug	another alternative experimental treatment	1	36310484	Seeking alternative treatment
Drug	another antihypertensive	1	723642	ANTIHYPERTENSIVES
Drug	another antihypertensive class	1	723642	ANTIHYPERTENSIVES
Drug	another antiviral	1	35625639	Antiviral
Drug	another appropriate medication	1	4587967	Able to take medication(s) at the correct times if given reminders by another person at the appropriate times
Drug	another dhodh inhibitor	1	45883741	Another schedule
Drug	another drug	1	45883741	Another schedule
Drug	another experimental treatment	1	4049795	Experimental implant
Drug	another heparin drug	1	1367571	heparin
Drug	another inhalation research medication	1	38003801	Medical Research Veterinarian
Drug	another investigational covid-19 treatment	1	37311061	Disease caused by 2019-nCoV
Drug	another investigational therapy	1	4207279	Antiplatelet agent therapy
Drug	another jak inhibitor	1	35807404	JAK inhibitor
Drug	another live vaccine	1	44790893	Child lives with another relative
Drug	another pi3k inhibitor	1	35807303	PI3K inhibitor
Drug	another sars-cov-2 directed medication	1	703439	Taking of swab for SARS-CoV-2
Drug	another vaccine administered	1	40213261	no vaccine administered
Drug	antagonists	1	35624433	Insulin antagonist
Drug	anthracycline chemotherapy	1	35807214	Anthracycline
Drug	anti cd20	1	3580739	Anti-CD20 medication
Drug	anti covid-19 medication	1	37311061	Disease caused by 2019-nCoV
Drug	anti diabetic agents especially sulfonylureas	1	4187003	Sulfonylurea
Drug	anti hiv drugs	1	40779582	Antiretroviral/Anti-HIV
Drug	anti il-23 agents	1	35807409	Anti-IL-5 antibody
Drug	anti interleukin-1	1	43531866	anti-interleukin-1.alpha. immunoglobulin G rabbit
Drug	anti retroviral treatment	1	4166414	Highly active anti-retroviral therapy
Drug	anti tnf-alpha monoclonal antibodies	1	42903852	fanolesomab
Drug	anti- anxiety medication	1	765629	Anxiety disorder medication review
Drug	anti- cd20	1	3580739	Anti-CD20 medication
Drug	anti- il-6	1	3580744	Anti-IL-6 antibody
Drug	anti- pd-1	1	35807322	Anti-PD-1 antibody
Drug	anti- pd-l1	1	3580727	Anti-PD-L1 antibody
Drug	anti- sars cov-2 vaccine	1	703439	Taking of swab for SARS-CoV-2
Drug	anti- sars-cov-2 antibodies	1	757679	SARS-CoV-2 (COVID19) neutralizing antibody [Titer] in Serum by pVNT
Drug	anti-allergic	1	724258	"Ocular anti-allergics, antihistamines"
Drug	anti-allergic therapy	1	724258	"Ocular anti-allergics, antihistamines"
Drug	anti-androgen activity	1	21603834	Anti-androgens
Drug	anti-angiogenic drugs	1	724091	ANTI-PARKINSON DRUGS
Drug	anti-arachnid toxin serum	1	4294526	Arachnid
Drug	anti-arhythmic class	1	42536178	Major histocompatibility complex class II Ab
Drug	anti-arrhythmic agents	1	723634	ANTI-ARRHYTHMICS
Drug	anti-arrhythmics	1	723634	ANTI-ARRHYTHMICS
Drug	anti-arrythmic agents	1	21602785	ANTI-PARATHYROID AGENTS
Drug	anti-b cell therapies	1	44811813	Anti-oestrogen therapy
Drug	anti-b-cell therapy	1	44811813	Anti-oestrogen therapy
Drug	anti-b-cells therapy	1	44811813	Anti-oestrogen therapy
Drug	anti-bacterial drugs	1	4403899	Ethanol 0.66 MG/ML Topical Gel [Instant Anti-Bacterial Hand Gel] by H.J. Sutton
Drug	anti-beta 2-glycoprotein i antibodies	1	2212763	"Beta 2 Glycoprotein I antibody, each"
Drug	anti-c5ar	1	35807405	Anti-diarrheal
Drug	anti-cancer chemotherapy	1	37396891	Antineoplastic chemotherapy regimen
Drug	anti-cancer combination chemotherapy	1	37396891	Antineoplastic chemotherapy regimen
Drug	anti-cancer cytotoxic chemotherapy	1	4141762	Oral chemotherapy
Drug	anti-cholinesterase - dugs	1	72416	"Anti-Alzheimer products, cholinesterase inhibitors"
Drug	anti-cmv immunoglobulin	1	4153302	Intravenous injection of anticytomegalovirus immunoglobulin
Drug	anti-coagulant	1	45883113	IV Anti-coagulants
Drug	anti-coagulant drugs	1	45883113	IV Anti-coagulants
Drug	anti-coagulants	1	45883113	IV Anti-coagulants
Drug	anti-covid-19 experimental treatments	1	37311061	Disease caused by 2019-nCoV
