Title,Acronym,Status,Study Results,Phases,Funded Bys,URL,trial_id,outcome,study_type,study_design
Prevention of Severe SARS-CoV-2 Infection in Hospitalized Patients With COVID-19,nan,not yet recruiting,No Results Available,phase 2,Industry,https://ClinicalTrials.gov/show/NCT04530136,NCT04530136,disease severity on the 7-point who ordinal scale|clinical improvement|invasive or non-invasive ventilation|acute lung injury,interventional,allocation: randomized|intervention model: parallel assignment|masking: single (investigator)|primary purpose: treatment
Low-flow Extracorporeal Carbon Dioxide Removal in COVID-19-associated Acute Respiratory Distress Syndrome,nan,recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04351906,NCT04351906,delta change in arterial partial pressure of carbon dioxide during ecco2r treatment|change in vasopressor use during ecco2r|assessment of changes in tidal volume during ecco2r|assessment of changes in ph during ecco2r|assessment of changes in positive end-expiratory pressure during ecco2r|number of participants with adverse events directly related to ecco2r|rate of technical adverse events related to ecco2r|delta change in venous partial pressure of carbon dioxide before and after ecco2r membrane,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: treatment
Nitric Oxide Releasing Solutions to Prevent and Treat Mild/Moderate COVID-19 Infection,NOCOVID,recruiting,No Results Available,phase 2,Industry|Other,https://ClinicalTrials.gov/show/NCT04337918,NCT04337918,prevention study: measure the effect of nors on the prevention of covid-19 infection among health care professionals at risk of exposure to covid-19|treatment sub study: measure the efficacy of nors at reducing the progression of covid- 19|prevention study: measure the effect of nors on the prevention of progression of covid- 19|prevention study: measure the tolerability of nors treatments|treatment sub study: measure the virucidal effect of nors treatments|treatment sub study: determine effect of nors on the speed of clinical recovery|treatment sub study: determine the reduction in clinical symptoms|treatment & sub study: determine positive sero-conversion for sars-cov-2,interventional,allocation: randomized|intervention model: parallel assignment|masking: single (outcomes assessor)|primary purpose: prevention
COMPASS Study: an Online Cognitive-behavioural Therapy (CBT) Program Treating Anxiety and Low Mood in Long-term Conditions During the COVID-19 Pandemic,COMPASS,not yet recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04535778,NCT04535778,"change in patient health questionnaire anxiety and depression scale (phq-ads)|change in work and social adjustment scale (wsas)|change in eq-5d-3l|change in illness perception questionnaire - revised (ipq-r), emotional subscale",interventional,allocation: randomized|intervention model: parallel assignment|masking: single (outcomes assessor)|primary purpose: treatment
Use of cSVF Via IV Deployment for Residual Lung Damage After Symptomatic COVID-19 Infection,GARM-COVID19,enrolling by invitation,No Results Available,early phase 1,Industry|Other,https://ClinicalTrials.gov/show/NCT04326036,NCT04326036,incidence of treatment-emergent adverse events|pulmonary function analysis|digital oximetry,interventional,allocation: non-randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
Covid-19 Pandemic and Pancreatic Surgery in Italy,PanCOVID,completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04380766,NCT04380766,changes in pancreatic cancer management during the covid-19 pandemic,observational,observational model: case-control|time perspective: prospective
Influence of the COVId-19 Pandemic on the STRESS of Dental Surgeons (COVISTRESS - Dental Surgery),nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04541472,NCT04541472,stress measures|sociodemographic characteristics|occupation perception|work conditions|changes in practices,observational,observational model: cohort|time perspective: cross-sectional
Observatory of Patients With Chronic Lymphocytic Leukemia / Lymphocytic Lymphoma or Waldenstrom Disease Infected With COVID-19,COVID19_LLC-MW,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04391946,NCT04391946,prognostic factors for healing of covid-19 infection|medical care of coronavirus infection|national epidemiological monitoring,observational,observational model: cohort|time perspective: prospective
Simple Cognitive Task Intervention After Trauma During COVID-19 In Hospital Staff EKUT-P RCT,nan,recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04460014,NCT04460014,number of intrusive memories of traumatic event(s)|intrusion questionnaire - frequency item|intrusion questionnaire - characteristics|impact of event scale - revised (ies-r): degree of subjective distress of post-trauma intrusion and avoidance symptoms|posttraumatic stress disorder checklist 5 (pcl-5) short version|characteristics of intrusive trauma memories,interventional,allocation: randomized|intervention model: parallel assignment|masking: single (outcomes assessor)|primary purpose: prevention
Training the Innate Immune System Against SARS-CoV-2 (COVID-19) Using the Shingrix Vaccine in Nursing Home Residents,NH-Shingrix,not yet recruiting,No Results Available,early phase 1,Other,https://ClinicalTrials.gov/show/NCT04523246,NCT04523246,evidenced of active and trained innate immunity|respiratory disease severity (6 month),interventional,"allocation: randomized|intervention model: parallel assignment|masking: triple (participant, care provider, investigator)|primary purpose: basic science"
Human Convalescent Plasma for High Risk Children Exposed or Infected With SARS-CoV-2 (COVID-19),nan,recruiting,No Results Available,phase 1,Other,https://ClinicalTrials.gov/show/NCT04377672,NCT04377672,safety of treatment with high-titer anti-sars-cov-2 plasma as assessed by adverse events|proportion of subjects with disease worsening event|pharmacokinetics of anti-sars-cov-2 antibodies as defined by changes in antibody titers|proportion of subjects with a natural antibody response to sars-cov-2 infection,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: treatment
Study of Resilience and Loneliness in Youth (18 - 25 Years Old) During the COVID-19 Pandemic Lock-down Measures.,nan,"active, not recruiting",No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04371250,NCT04371250,self-rated measure of resilience|self-rated measure of loneliness,observational,observational model: cohort|time perspective: prospective
Convalescent Antibodies Infusion in COVID 19 Patients,nan,not yet recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04418531,NCT04418531,"time to weaning of oxygen support|chest xr or ct scan evaluation|survival,|viral titer|anti covid 19 igg antibodies|anti covid 19 igm antibodies|c5a concentration|c3a concentration|serum c5b-9 concentration marker of complement activation|serum il-6 levels|serum il-1b levels|serum ifnϳ levels|serum mcp-1 levels|serum tnfϱ levels|serum il-10 levels|serum il-2 levels|serum il-7 levels",interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: treatment
An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19,nan,"active, not recruiting",No Results Available,phase 3,Other,https://ClinicalTrials.gov/show/NCT04346693,NCT04346693,the change of viral load in patients with sars-covid-19.|the frequency of development of acute respiratory distress syndrome (adrs)|duration of hospitalization|the frequency of early mortality|the frequency of late mortality|clinical status at the time of completion of participation in the study,interventional,allocation: randomized|intervention model: factorial assignment|masking: none (open label)|primary purpose: treatment
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),nan,completed,No Results Available,phase 3,Other|Industry,https://ClinicalTrials.gov/show/NCT04321278,NCT04321278,"evaluation of the clinical status|all-cause mortality|number of days free from mechanical ventilation|duration of mechanical ventilation|duration of hospitalization|other secondary infections|time from treatment start to death|medium and long-term outcomes of sars-cov2 infection on morbimortality, daily life activities, mental health, and quality of life|assess whether the tested therapies may be affected by leucocyte phenotype",interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
Different Susceptibility to SARS CoV-2 Infection Among Health Care Workers Highly Exposed to COVID-19.,CoVEX,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04402827,NCT04402827,susceptibility to sars cov-2 infection according to ace2 receptor|cellular immune response to sars cov-2 infection|susceptibility to infections according to kir phenoytpes|characteristics of exposure in time and intensity of hcw with sars cov-2 infection|cellular immune response in hcw with positive igg against sars cov-2,observational,observational model: case-control|time perspective: prospective
ASC Therapy for Patients With Severe Respiratory COVID-19,ASC COVID-19,withdrawn,No Results Available,phase 1|phase 2,Other,https://ClinicalTrials.gov/show/NCT04341610,NCT04341610,changes in clinical critical treatment index|days of respirator treatment|improvement of clinical symptoms including duration of fever and respiratory need|mortality|marker of immunological function -cd4+ and cd8+ t cell count|c-reactive protein and leucocyte|cytokine profile|glomerular filtration rate|duration of hospitalization,interventional,"allocation: randomized|intervention model: parallel assignment|masking: quadruple (participant, care provider, investigator, outcomes assessor)|primary purpose: treatment"
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,ProPAC-COVID,recruiting,No Results Available,phase 2,Other,https://ClinicalTrials.gov/show/NCT04322396,NCT04322396,"number of days alive and discharged from hospital within 14 days|categorization of hospitalization status|admitted to intensive care unit, if admitted to icu then length of stay|have used non-invasive ventilation (niv) during hospitalization|mortality|length of hospitalization|days alive and discharged from hospital|number of readmissions (all causes)|number of days using non-invasive ventilation (niv)|change in patient's oxygen partial pressure|change in patient's carbondioxid partial pressure|level of ph in blood|time for no oxygen supplement (or regular oxygen supplement ""ltot"")",interventional,"allocation: randomized|intervention model: parallel assignment|masking: quadruple (participant, care provider, investigator, outcomes assessor)|primary purpose: treatment"
Systems Analyses of the Immune Response to the Seasonal Influenza Vaccine,nan,recruiting,No Results Available,phase 2,NIH,https://ClinicalTrials.gov/show/NCT04025580,NCT04025580,microneutralization titers,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: basic science
"Psychological Burden in ICU Survivors of Severe COVID-19 Pneumonia, Their Relatives and Their Healthcare Providers",BURDENCOV,not yet recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04341519,NCT04341519,ptsd family members sup 22|ptsd family members|ptsd patients|ptsd healthcare providers|hads family members|hads patients|sf36 patients|questionnaire family members|questionnaire patients|questionnaire healthcare providers|mbi healthcare providers|karasec instrument healthcare providers,observational,observational model: cohort|time perspective: prospective
Increasing Physical Activity in Canadian Adults Who Have Been Affected by COVID-19 Social Distancing Restrictions: A Feasibility Trial of an Online Intervention,COVID-19,recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04400305,NCT04400305,"recruitment rate (monthly)|participant retention|participant intervention satisfaction/evaluation|change in self-reported physical activity from baseline to 6 weeks|change in physical activity beliefs, attitudes, barriers, and motivation from baseline to 6 weeks.|change in physical activity behaviour regulation from baseline to 6 weeks.|change in physical activity habits from baseline to 6 weeks|change in physical activity identity from baseline to 6 weeks|change in quality of life measured using the short form 12 questionnaire",interventional,allocation: randomized|intervention model: parallel assignment|masking: single (outcomes assessor)|primary purpose: other
Identifying Critically-ill Patients With COVID-19 Who Will Benefit Most From Nutrition Support Therapy: Validation of the NUTRIC Nutritional Risk Assessment Tool,nan,"active, not recruiting",No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04274322,NCT04274322,28-day all cause mortality|all cause infection|the rate of complications|length of icu stay|duration of mechanical ventilation,observational,observational model: cohort|time perspective: prospective
To Assess the Efficiency and Satisfaction of Pharmacist Giving Patient-centred Advice on Telephone Consultation in TB Patients: Experience of the COVID-19 Pandemic,nan,recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04412239,NCT04412239,"efficiency of the telephone consultation,|patient satisfaction|adherence rate",interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: other
Efficacy of Therapist Guided e-Therapy Versus Self-Help Therapy on Psychological Distress Among Individuals in Oman During COVID-19 Pandemic,nan,not yet recruiting,No Results Available,phase 3,Other,https://ClinicalTrials.gov/show/NCT04378257,NCT04378257,change in depressive symptoms measured by patient health questionnaire-9|change in anxiety symptoms measured by generalized anxiety disorder-7|proportion of subjects with significant depression|proportion of subjects with significant anxiety,interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
Cohort Multiple Randomized Controlled Trials Open-label of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients - Sarilumab Trial - CORIMUNO-19 - SARI,CORIMUNO-SARI,"active, not recruiting",No Results Available,phase 2|phase 3,Other,https://ClinicalTrials.gov/show/NCT04324073,NCT04324073,survival without needs of ventilator utilization at day 14.|who progression scale <=5 at day 4|cumulative incidence of successful tracheal extubation (defined as duration extubation > 48h) at day 14|who progression scale at day 4|who progression scale|survival|28-day ventilator free-days|respiratory acidosis at day 4|pao2/fio2 ratio|time to oxygen supply independency|duration of hospitalization|time to negative viral excretion|time to icu discharge|time to hospital discharge,interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
COvid-19 and Vitamin D Supplementation: a Multicenter Randomized Controlled Trial of High Dose Versus Standard Dose Vitamin D3 in High-risk COVID-19 Patients (CoVitTrial),nan,recruiting,No Results Available,phase 3,Other|Industry,https://ClinicalTrials.gov/show/NCT04344041,NCT04344041,"number of death of any cause, during the 14 days following the inclusion and intervention.|number of death of any cause, during the 28 days following the inclusion and intervention.|clinical evolution between day 0 and day 14 based on the change of the who ordinal scale for clinical improvement (osci) for covid-19|clinical evolution between day 0 and day 28 based on the change of the osci for covid-19|rate of patients with at least one severe adverse event at day 28, according to the regulations|number of death of any cause during the 14 days following the inclusion and intervention, in patients with severe hypovitaminosis d (25-ohd <25nmol/l) at baseline|number of death of any cause during the 28 days following the inclusion and intervention, in patients with severe hypovitaminosis d (25-ohd <25nmol/l) at baseline|clinical evolution between day 0 and day 14 based on the change of the osci for covid-19, in patients with severe hypovitaminosis d (25-ohd <25nmol/l) at baseline|clinical evolution between day 0 and day 28 based on the change of the osci for covid-19, in patients with severe hypovitaminosis d (25-ohd<25nmol/l) at baseline|number of death of any cause during the 14 days following the inclusion and intervention, depending on serum vitamin d concentration achieved at day 7 (25-ohd<75nmol/l or 25-ohd≥75nmol/l)|number of death of any cause during the 28 days following the inclusion and intervention, depending on serum vitamin d concentration achieved at day 7 (25-ohd<75nmol/l or 25-ohd≥75nmol/l)|clinical evolution between day 0 and day 14 based on the change of the osci for covid-19, depending on serum vitamin d concentration achieved at day 7 (25-ohd<75nmol/l or 25-ohd≥75nmol/l)|clinical evolution between day 0 and day 28 based on the change of the osci for covid-19, depending on serum vitamin d concentration achieved at day 7 (25-ohd<75nmol/l or 25-ohd≥75nmol/l)|number of death of any cause during the 14 days following the inclusion and intervention, in patients with severe hypovitaminosis d (25-ohd<25nmol/l) at day 0, depending on serum vitamin d concentration achieved at day 7 (<75nmol/l or ≥75nmol/l)|number of death of any cause during the 28 days following the inclusion and intervention, in patients with severe hypovitaminosis d (25-ohd<25nmol/l) at day 0, depending on serum vitamin d concentration achieved at day 7 (<75nmol/l or ≥75nmol/l)|clinical evolution between day 0 and day 14 based on the change of the osci for covid-19, in patients with severe hypovitaminosis d (25-ohd<25nmol/l) at day 0, depending on serum vitamin d concentration achieved at day 7 (<75nmol/l or ≥75nmol/l)|clinical evolution between day 0 and day 28 based on the change of the osci for covid-19, in patients with severe hypovitaminosis d (25-ohd<25nmol/l) at day 0, depending on serum vitamin d concentration achieved at day 7 (<75nmol/l or ≥75nmol/l)|number of death of any cause during the 14 days following the inclusion and intervention, depending on evolution of serum vitamin d concentration between day 0 and day 7|number of death of any cause during the 28 days following the inclusion and intervention, depending on evolution of serum vitamin d concentration between day 0 and day 7|clinical evolution between day 0 and day 14 based on the change of the osci for covid-19, depending on evolution of serum vitamin d concentration between day 0 and day 7|clinical evolution between day 0 and day 28 based on the change of the osci for covid-19, depending on evolution of serum vitamin d concentration between day 0 and day 7|number of death of any cause during the 14 days following the inclusion and intervention, compared to mortality data in french hospital geriatric units from the current national survey by the french society of geriatrics and gerontology",interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
Clinical Trial of Pioglitazone Treatment in Patients With Type 2 Diabetes Mellitus and Covid-19,nan,not yet recruiting,No Results Available,phase 4,Other,https://ClinicalTrials.gov/show/NCT04535700,NCT04535700,"patients treated with pioglitazone, together with conventional treatment for covid-19 infection, who during their admission evolve towards the need to receive support with mechanical ventilation, enter the icu and / or die.|incidence of pioglitazone treatment-emergent adverse events in patients with dm2 and symptomatic sars-cov-2 infection.|biomarker analysis: systemic inflammation parameters during the administration of pioglitazone treatment.",interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
"A Dose-Confirmation Study to Evaluate the Safety, Reactogenicity and Immunogenicity of Vaccine CVnCoV in Healthy Adults",nan,not yet recruiting,No Results Available,phase 2,Industry,https://ClinicalTrials.gov/show/NCT04515147,NCT04515147,number of participants with solicited local adverse events|intensity of solicited local adverse events per the fda toxicity grading scale|duration of solicited local adverse events|number of participants with solicited systemic adverse events|intensity of solicited systemic adverse events per the fda toxicity grading scale|duration of solicited systemic adverse events|number of participants with solicited systemic adverse events considered related to trial vaccine|number of participants with unsolicited adverse events|intensity of unsolicited adverse events per the fda toxicity grading scale|number of participants with unsolicited adverse events considered related to trial vaccine|number of participants with one or more serious adverse events (saes)|number of participants with one or more serious adverse events (saes) considered related to trial vaccine|number of participants with one or more adverse events of special interest (aesis)|number of participants with one or more adverse events of special interest (aesis) considered related to trial vaccine|number of participants seroconverting for sars-cov-2 spike protein antibodies|individual sars-cov-2 spike protein-specific antibody levels in serum|geometric mean titers (gmts) of serum sars-cov-2 spike protein antibodies|number of participants seroconverting for sars-cov-2 neutralizing antibodies|individual sars-cov-2 neutralizing antibody levels in serum|geometric mean titers (gmts) of serum sars-cov-2 neutralizing antibodies,interventional,"allocation: randomized|intervention model: sequential assignment|masking: triple (participant, investigator, outcomes assessor)|primary purpose: prevention"
Personalised Electronic Record Supported Optimisation When Alone for Patients With Hypertension- Pilot Study for Remote Medical Management of Hypertension During the COVID-19 Pandemic,nan,not yet recruiting,No Results Available,phase 4,Other,https://ClinicalTrials.gov/show/NCT04559074,NCT04559074,reductions in blood pressure in participants with primary hypertension and inadequate bp control by up-titration of amlodipine in 1-2 mg increments.|mean change in daily dbp|difference between mean changes of blood pressure|collect data on tolerability / side effects,interventional,allocation: non-randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: treatment
Camostat Mesilate Treating Patients With Hospitalized Patients With COVID-19,RECOVER,recruiting,No Results Available,phase 2,Other,https://ClinicalTrials.gov/show/NCT04470544,NCT04470544,change in the proportion of patients alive and free from respiratory failure|change in the proportion of patients alive and free of ventilator use or ecmo|mortality rate|clinical change|adverse events,interventional,"allocation: randomized|intervention model: parallel assignment|masking: quadruple (participant, care provider, investigator, outcomes assessor)|primary purpose: treatment"
Convalescent Plasma Compared to the Best Available Therapy for the Treatment of SARS-CoV-2 Pneumonia,COP-COVID-19,recruiting,No Results Available,phase 2,Other,https://ClinicalTrials.gov/show/NCT04358783,NCT04358783,early all-cause mortality|time in days for sars-cov-2 rt-pcr negatives|the serum anti-sars-cov-2 antibody titres|detection of serum antibodies,interventional,"allocation: randomized|intervention model: parallel assignment|masking: quadruple (participant, care provider, investigator, outcomes assessor)|primary purpose: treatment"
"Tele-Wellness Supported App for Family Child Care Home Providers and Families to Promote Health, Family Engagement, and School Readiness Amid COVID-19",nan,not yet recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04453657,NCT04453657,"change in perceived level of stress as assessed by the perceived stress scale|change in perceived level of informational support as assessed by the promis informational support short form|change in awareness of the maryland early childhood family engagement framework and toolkit as assessed by a survey question|change in social, emotional, and behavior functioning in children as assessed by the social competence and behavior evaluation for children|change in quality of the parent-child care relationship as assessed by the supportive parent-caregiver relationship subscale",interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: supportive care
Ascending Dose Study of Investigational SARS-CoV-2 Vaccine ARCT-021 in Healthy Adult Subjects,nan,recruiting,No Results Available,phase 1|phase 2,Industry,https://ClinicalTrials.gov/show/NCT04480957,NCT04480957,"incidence, severity and dose-relationship of aes|geometric mean titre for sars-cov-2-specific serum neutralizing antibody|mean titre for sars-cov-2-specific serum neutralizing antibody levels|geometric mean fold rise in titre for sars-cov-2-spike protein specific neutralizing antibody levels",interventional,"allocation: randomized|intervention model: parallel assignment|masking: double (participant, investigator)|primary purpose: treatment"
Sparing in Neuromuscular Blockade in COVID 19 ICU,TOF-COVID,completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04459533,NCT04459533,nmb agents consumption,observational,observational model: case-control|time perspective: retrospective
Physical Activity Level in Patients With OSAS During Covid-19 Pandemic,nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04451993,NCT04451993,physical activity|sleep quality|daytime sleepiness|fear of movement|health literacy,observational,observational model: case-control|time perspective: prospective
An Expanded Access Study to Provide at Home Subcutaneous Administration of Pertuzumab and Trastuzumab Fixed-Dose Combination (PH FDC SC) for Patients With HER2-Positive Breast Cancer During the COVID-19 Pandemic,nan,available,No Results Available,nan,Industry,https://ClinicalTrials.gov/show/NCT04395508,NCT04395508,nan,expanded access:treatment ind/protocol,nan
Somerset and South Essex Coronavirus Antigen Testing,SOCRATES,not yet recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04403906,NCT04403906,to compare the result of sars-cov2 pcr test to pcl rapid antigen test|number of technically failed samples due to test issues.|time taken for pcl antigen test result,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: diagnostic
"Outpatient Clinic in Obesity Care During COVID-19 Outbreak: Physically Far, Virtually Near",nan,completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04407663,NCT04407663,evaluation of feasibility of telemedicine in outpatient visit in bariatric patients,observational,observational model: cohort|time perspective: retrospective
Place of ECMO in the Management of Severe Refractory ARDS Associated With Covid-19,ECMO-COVID-19,completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04343404,NCT04343404,retrospective description of covid-19 patients receiving respiratory ecmo-vv supplementation and what happens to them,observational,observational model: case-only|time perspective: retrospective
Automated Quantification of Radiologic Pulmonary Alteration During Acute Respiratory Failure,QUANTICO-RETRO,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04534400,NCT04534400,correlation between altered pulmonary volume and ordinal severity scale,observational,observational model: cohort|time perspective: retrospective
European/Euro-ELSO Survey on Adult and Neonatal/ Pediatric COVID-19 Patients in ECMO,EuroECMO-COVID,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04366921,NCT04366921,age|gender|weight|height|bmi|pre-existing pulmonary disease y/n|main co-morbidities y/n|date of signs of covid-19 infection|date of positive swab|pre-ecmo length of hospital stay|pre-ecmo length of icu stay|pre-ecmo length of mechanical ventilation days|use of antibiotics|use of anti-viral treatment|use of second line treatment|indications for ecmo-implant|type of ecmo-implant|type of access|date of ecmo implant|ecmo blood flow rate|ecmo gas flow rate|ecmo configuration change|date of ecmo configuration change|new ecmo configuration|indications for ecmo configuration change|ventilator setting on ecmo|anticoagulation during ecmo|frequency of ecmo circuit change|ecmo complications|ecmo weaning|icu discharge|main cause of death|type of discharge|alive/deceased,observational,observational model: cohort|time perspective: prospective
Optimized Management of Covid-19 Positive Kidney Transplant Recipients: Single Center Experience From the Middle East,OMC-KTR,completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04542954,NCT04542954,patient outcome|kidney graft outcome|risk factors for getting covid19 infection,observational,observational model: cohort|time perspective: other
Effect of Covid-19 Epidemic on Primary PCI in Patients With STEMI,nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04427735,NCT04427735,mace (major adverse cardiovascular events)|all-cause death,observational,observational model: case-crossover|time perspective: cross-sectional
Treatment and Prevention of Acute Lung Injury (ALI) in Patients With COVID-19 Infection,ALI,recruiting,No Results Available,phase 1,Industry,https://ClinicalTrials.gov/show/NCT04526912,NCT04526912,"the proportion of patients who achieve treatment success through day 28, defined as avoidance of death and critical illness|number of participants with treatment-emergent adverse events (teaes), treatment-emergent fatal and life-threatening saes, treatment-emergent serious adverse events|change in safety laboratory parameters",interventional,"allocation: randomized|intervention model: parallel assignment|masking: double (participant, investigator)|primary purpose: treatment"
The COVID-19 Pandemic and Exercise Study,COPE,"active, not recruiting",No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04400279,NCT04400279,"changes in depressive symptomology over the course of the exercise intervention|changes in psychological stress as measured by the scsq over the course of the exercise intervention.|changes in psychological distress as measured by the k10 over the course of the exercise intervention.|changes in flourishing over the course of the exercise intervention|changes in resilience over the course of the exercise intervention|changes in life satisfaction over the course of the exercise intervention|changes in weekly strain as a result of health problems, financial/work issues, and relationship trouble using the chronic burden scale over the course of the exercise intervention.|changes in general affect over the course of the exercise intervention|changes in leisure time physical activity over the course of the exercise intervention|changes in physical health symptomology over the course of the exercise intervention|changes in alcohol habits over the course of the exercise intervention|tracking the amount of exercise variety participants feel they engage in",interventional,"allocation: randomized|intervention model: parallel assignment|masking: double (investigator, outcomes assessor)|primary purpose: prevention"
Evaluating the Use of Polymyxin B Cartridge Hemoperfusion for Patients With Septic Shock and COVID 19,nan,available,No Results Available,nan,Industry,https://ClinicalTrials.gov/show/NCT04352985,NCT04352985,nan,expanded access:intermediate-size population,nan
PATCH 2&3:Prevention & Treatment of COVID-19 (Severe Acute Respiratory Syndrome Coronavirus 2) With Hydroxychloroquine,nan,recruiting,No Results Available,phase 2,Industry|Other,https://ClinicalTrials.gov/show/NCT04353037,NCT04353037,sub study 1: patients|sub study 2: health care workers|sub study 1: patients: rate of secondary infection of co-inhabitants|sub study 1: patients: adverse events|sub study 1: patients: negative for covid-19|sub study 2:health care workers:number of shifts missed|sub study 2:health care workers:rate of adverse events|sub study 2:health care workers:rate of hospitalization,interventional,"allocation: randomized|intervention model: parallel assignment|masking: double (participant, care provider)|primary purpose: treatment"
Lung Damage Caused by SARS-CoV-2 Pneumonia (COVID-19),SequelaeCov,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04435327,NCT04435327,"reduction of diffusion of lung co (dlco, single breath technique)|alterations in 6 minute walking test (6mwt)|alterations of pletismography|alterations of arterial blood gas analysis|abnormal dyspnea score|presence and extension of abnormal pulmonary lung sounds at auscultation|presence and extension of radiological alterations at chest x-ray|presence and extension of radiological alterations at chest ct scan",observational,observational model: cohort|time perspective: prospective
Toclizumam Versus Dexamethasone in Severe Covid-19 Cases,nan,completed,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04519385,NCT04519385,proportion of participants with overall survival at 14 days|fio2/pao2,interventional,"allocation: randomized|intervention model: parallel assignment|masking: double (participant, outcomes assessor)|primary purpose: treatment"
Extracellular Water in Covid 19 Pneumonia,nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04416009,NCT04416009,ecw,observational,observational model: cohort|time perspective: prospective
Colchicine Twice Daily During 10 Days as an Option for the Treatment of Symptoms Induced by Inflammation in Patients With Mild and Severe Coronavirus Disease,ColchiVID,recruiting,No Results Available,phase 2,Other,https://ClinicalTrials.gov/show/NCT04367168,NCT04367168,"number of patients with improvement in body temperature, myalgia, arthralgia, total lymphocyte count, d-dimer, fibrinogen and ferritin levels|progression to severe disease",interventional,"allocation: randomized|intervention model: parallel assignment|masking: quadruple (participant, care provider, investigator, outcomes assessor)|primary purpose: treatment"
Immunity and Infections in the Psychiatric Population,COVIDIMMUNOPSY,not yet recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04381845,NCT04381845,number of covid-positive patients,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: diagnostic
Closed-Loop Oxygen to Verify That Healthcare Workers Interventions Decrease During SARS-CoV-2 Pneumonia (COVID-19),nan,recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04320056,NCT04320056,the number of interventions|duration of interventions|mean oxygen flow|time within thespo2 target|time with hypoxemia|time with hyperoxemia|rate of icu admission|rate of needed non invasive respiratory support|rate of intubation|news 2 score evolution|ewso2 score evolution|cost-effectiveness|length of stay,interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: other
