interventionName,interventionID
meditation app usage [behavioral],intervention_2412
assessment of cardiovascular diseases and cardiovascular risk factors [diagnostic test],intervention_2413
symptomatic drugs [drug],intervention_2414
bridge therapy [drug],intervention_2415
mindfulness program [behavioral],intervention_2416
video dance classes [other],intervention_2417
unsupervised physical activities [other],intervention_2418
patients receiving nasal high flow [device],intervention_2419
use of social media during covid-19 [behavioral],intervention_2420
bone marrow harvest [procedure],intervention_2421
feeling good digital app [other],intervention_2422
serology test for covid-19 [diagnostic test],intervention_2423
mefloquine [drug],intervention_2424
mefloquine + azithromycin + / - tocilizumab [combination product],intervention_2425
hydroxychloroquine + azithromycin + / - tocilizumab [combination product],intervention_2426
research specific blood sample [other],intervention_2427
online cognitive behavioral therapy (cbt) [behavioral],intervention_2428
online bibliotherapy programme [behavioral],intervention_2429
placebo vaccine [biological],intervention_2430
wharton's jelly derived mesenchymal stem cells. [drug],intervention_2431
"hydroxychloroquine, lopinavir/ritonavir or azithromycin and placebo (standard therapy) [drug]",intervention_2432
psychological and sociological interviews [other],intervention_2433
identification by pcr of the sars-cov-2 virus in samples taken from the fetus [diagnostic test],intervention_2434
doppler echo [other],intervention_2435
morning pranayama [behavioral],intervention_2436
pre_lunch pranayama [behavioral],intervention_2437
pre_dinner pranayama [behavioral],intervention_2438
comprehensive treatment [other],intervention_2439
uniform random message delivery [behavioral],intervention_2440
reinforcement learning message delivery [behavioral],intervention_2441
placebo solution [drug],intervention_2442
slef questionnaires fulfilment [other],intervention_2443
no intervention (survey study for medical doctors). [other],intervention_2444
convalescent plasma 1 unit [biological],intervention_2445
convalescent plasma 2 units [biological],intervention_2446
breath biopsy face masks with removable filters and fitted pva strip [device],intervention_2447
the prepare program [behavioral],intervention_2448
serology [diagnostic test],intervention_2449
sequencing [genetic],intervention_2450
attendance by ambulance crew [other],intervention_2451
asc09/ritonavir group [drug],intervention_2452
lopinavir/ritonavir group [drug],intervention_2453
stem cells [combination product],intervention_2454
blood sample for seroepidemiological investigation [procedure],intervention_2455
cytokines measurement [diagnostic test],intervention_2456
cellular response [diagnostic test],intervention_2457
tlrs activation measurement [diagnostic test],intervention_2458
kir phenotype evaluation [diagnostic test],intervention_2459
vc [drug],intervention_2460
sterile water for injection [drug],intervention_2461
regn10933+regn10987 [drug],intervention_2462
venepuncture [procedure],intervention_2463
oral fluid swab [procedure],intervention_2464
home-cov rule implementation [other],intervention_2465
plasma expansion with ringer's acetate [other],intervention_2466
decisions of limitations and stop processing [behavioral],intervention_2467
xiyanping injection [drug],intervention_2468
"lopinavir / ritonavir, alpha-interferon nebulization,abidor hydrochloride [drug]",intervention_2469
bnt162a1 [biological],intervention_2470
bnt162c2 [biological],intervention_2471
less-frequency hemodialysis [other],intervention_2472
recombinase aided amplification (raa) assay [diagnostic test],intervention_2473
home exercise program [behavioral],intervention_2474
neural network diagnosis algorithm [diagnostic test],intervention_2475
prayer [behavioral],intervention_2476
nitric oxide 0.5 % / nitrogen 99.5 % gas for inhalation [drug],intervention_2477
angiography scanner [radiation],intervention_2478
mcc ims [diagnostic test],intervention_2479
questionaire to husband and wife [behavioral],intervention_2480
standard screening strategy [diagnostic test],intervention_2481
new screening strategy [diagnostic test],intervention_2482
double gloves [procedure],intervention_2483
coronavirus disease 2019 [other],intervention_2484
interleukin 6 (il6) antagonist [drug],intervention_2485
interleukin 6 (il6) antagonist and corticosteroids [drug],intervention_2486
alpha one antitrypsin inhalation [drug],intervention_2487
meplazumab for injection [drug],intervention_2488
internet-based guided self-help based on cbt principles [behavioral],intervention_2489
40ml blood sample [other],intervention_2490
positive feedback [behavioral],intervention_2491
evaluation of skin microvascular flow and reactivity [other],intervention_2492
deep breathing training [other],intervention_2493
compassion focused intervention [other],intervention_2494
sse educational intervention [behavioral],intervention_2495
home sample collection of concerning mole with physician supervision [other],intervention_2496
active control:healthy living [behavioral],intervention_2497
minnrap peer support program [behavioral],intervention_2498
sudarshan kriya yoga (sky) [other],intervention_2499
health enhancement program [other],intervention_2500
public space exposure [other],intervention_2501
change in preference to surgery under covid-19 pandemic. [behavioral],intervention_2502
bariatric procedures [procedure],intervention_2503
mesenchymal stromal stem cells - ki-msc-pl-205 [drug],intervention_2504
rba-2 [diagnostic test],intervention_2505
tak-981 [drug],intervention_2506
rapid pathogen detection [diagnostic test],intervention_2507
weight counseling [other],intervention_2508
mindfulness training (mt) connect [behavioral],intervention_2509
covicu [other],intervention_2510
video based aerobic exercise [other],intervention_2511
after-each-case room disinfection [other],intervention_2512
daily room disinfection [other],intervention_2513
convalescent immune plasma [other],intervention_2514
chat-based instant messaging support [behavioral],intervention_2515
sms message support [behavioral],intervention_2516
self-help booklet [behavioral],intervention_2517
"determination of physical activity, quality of life, stress levels of isolated people at home with the danger of coronavirus. [other]",intervention_2518
mechanical ventilation with the automated bvm compressor [device],intervention_2519
communication type [other],intervention_2520
vitamin d 1000 iu [dietary supplement],intervention_2521
self-compassion for chronic pain virtual group treatment program [behavioral],intervention_2522
ph94b [drug],intervention_2523
impliminting online distance learning [other],intervention_2524
brief cognitive behavioral therapy [behavioral],intervention_2525
crisis intervention therapy [behavioral],intervention_2526
six-month arv dispensing [other],intervention_2527
ketotifen 1 mg [drug],intervention_2528
makair [device],intervention_2529
standardized lung ultrasound (lus) examination [diagnostic test],intervention_2530
inhaled budesonide and formoterol [drug],intervention_2531
inhaled placebo [drug],intervention_2532
chest mri [diagnostic test],intervention_2533
biomarkers in the long term impact of coronavirus infection in the cardiorrespiratory system [other],intervention_2534
high-titer anti-sars-cov-2 plasma [biological],intervention_2535
oxygen therapy [other],intervention_2536
technology based social interactions [behavioral],intervention_2537
no research related technology based social interactions [other],intervention_2538
300 mg of omega3-fa [dietary supplement],intervention_2539
dig axial [other],intervention_2540
dig tilted [other],intervention_2541
cig axial [other],intervention_2542
cig tilted [other],intervention_2543
digital cardiac counseling [other],intervention_2544
mindfulness [behavioral],intervention_2545
virtual care and remote automated monitoring [other],intervention_2546
digivis visual acuity app [device],intervention_2547
lifestyle change promotion program [behavioral],intervention_2548
mindfullness based cognitive program [behavioral],intervention_2549
written information [behavioral],intervention_2550
basic body awareness therapy [behavioral],intervention_2551
psychological treatment [behavioral],intervention_2552
extracorporeal left hemicolectomy anastomosis [procedure],intervention_2553
intracorporeal left hemicolectomy anastomosis [procedure],intervention_2554
proper diet [dietary supplement],intervention_2555
tak-671 [drug],intervention_2556
tak-671 placebo [drug],intervention_2557
faecal sample collector [device],intervention_2558
pioglitazone [drug],intervention_2559
emotional freedom technique [behavioral],intervention_2560
esoger [other],intervention_2561
thrombin generation assay (tga) [diagnostic test],intervention_2562
thrombomodulin modified thrombin generation assay (tga-tm) [diagnostic test],intervention_2563
tavr or savr [device],intervention_2564
botulinum neurotoxin [drug],intervention_2565
propranolol hydrochloride [drug],intervention_2566
web-based psychosocial peer-to-peer support [behavioral],intervention_2567
drug:na-831 - 0.10 mg/kg [drug],intervention_2568
placebo- 0.10 mg/kg [drug],intervention_2569
drug:na-831 - 0.20 mg/kg [drug],intervention_2570
placebo- 0.20 mg/kg [drug],intervention_2571
drug:gs-5734 - 1.00 mg/kg [drug],intervention_2572
placebo- 1.00 mg/kg [drug],intervention_2573
drug:gs-5734 - 2.00 mg/kg [drug],intervention_2574
placebo- 2.00 mg/kg [drug],intervention_2575
drugs:na-831 (0.10 mg/kg) plus gs-5734 (1.00 mg/kg) [combination product],intervention_2576
placebo 0.10 mg + 1.00 mg/kg [combination product],intervention_2577
drugs:na-831 (0.20 mg/kg) plus gs-5734 (2.00 mg/kg) [combination product],intervention_2578
placebo 0.20 mg + 2.00 mg/kg [combination product],intervention_2579
allostim [drug],intervention_2580
study group [other],intervention_2581
use of mobile application [behavioral],intervention_2582
sensbiosys [device],intervention_2583
"the pop02 study is collecting bodily fluid samples (i.e., whole blood, effluent samples) of children prescribed the following drugs of interest per standard of care: [drug]",intervention_2584
"primary care professionals reports of potential patient safety incidents, non-covid-19 related [other]",intervention_2585
"gps reports of potential patient safety incidents, non-covid-19 related [other]",intervention_2586
budesonide [drug],intervention_2587
high-concentration essential oil [behavioral],intervention_2588
low-concentration essential oil [behavioral],intervention_2589
medically tailored meals [other],intervention_2590
software messaging [behavioral],intervention_2591
mindfulness alone (mo) intervention [behavioral],intervention_2592
mindfulness + compassion intervention (mc) [behavioral],intervention_2593
favir 200 mg ft [drug],intervention_2594
avigan 200 mg ft [drug],intervention_2595
the standard macintosh laryngoscope [device],intervention_2596
the vie scope laryngoscope [device],intervention_2597
clinical trial matching [other],intervention_2598
intervention group coronacope [behavioral],intervention_2599
telerehabilitation-based [other],intervention_2600
video-based [other],intervention_2601
favipiravir 200 mg [drug],intervention_2602
test drug 200 mg favipiravir [drug],intervention_2603
reference drug 200 mg favipiravir [drug],intervention_2604
assessment of dietary changes in adults in the quarantine [other],intervention_2605
atafenovir 200 mg kapsul [drug],intervention_2606
arbidol 100 mg kapsul [drug],intervention_2607
test:favipiravir 200 mg (loqular) [drug],intervention_2608
reference:favipiravir 200 mg (avigan) [drug],intervention_2609
mindfulness based intervention [behavioral],intervention_2610
lopinavir 200mg/ritonavir 50mg ft test [drug],intervention_2611
lopinavir 200mg/ritonavir 50mg ft reference [drug],intervention_2612
mscs-derived exosomes [biological],intervention_2613
double-blind nt-i7 [drug],intervention_2614
double-blind placebo [drug],intervention_2615
lambda 180 mcg s.c [drug],intervention_2616
anti-sars-cov-2 equine immunoglobulin fragments (inosars) [drug],intervention_2617
massive parallel sequencing of host genome [genetic],intervention_2618
aprotinin [drug],intervention_2619
individualized-chinese herbal medicine [other],intervention_2620
feces samples (covi-biome ancillary study) [other],intervention_2621
sweat samples (covidog ancillary study) [other],intervention_2622
multipeptide cocktail [biological],intervention_2623
ag0302-covid19 [biological],intervention_2624
prolastin [biological],intervention_2625
liquid alpha1-proteinase inhibitor (human) [biological],intervention_2626
standard of care (paracetamol) [other],intervention_2627
artesunate-amodiaquine [drug],intervention_2628
favipiravir plus nitazoxanide [drug],intervention_2629
sofosbuvir/daclatasvir [drug],intervention_2630
losmapimod oral tablet [drug],intervention_2631
convalescent anti-sars-cov-2 mbt plasma [biological],intervention_2632
high-titer convalescent covid-19 plasma (ccp1) [biological],intervention_2633
standard-titer convalescent covid-19 plasma (ccp2) [biological],intervention_2634
two covid-19 vaccine candidate (tmv-083) administrations - low dose [biological],intervention_2635
two covid-19 vaccine candidate (tmv-083) administrations - high dose [biological],intervention_2636
one covid-19 vaccine candidate (tmv-083) administration - high dose [biological],intervention_2637
sars-cov-2 antibody based ivig therapy [biological],intervention_2638
brainstem responses assessment sedation score (brass) [diagnostic test],intervention_2639
electroencephalogram with ekg lead [diagnostic test],intervention_2640
maraviroc + currently used therapy [drug],intervention_2641
curently used therapy for covid-19 non-critical patients [procedure],intervention_2642
favipiravir + currently used therapy [drug],intervention_2643
maraviroc+favipiravir+ct [drug],intervention_2644
standard concomitant therapy [drug],intervention_2645
sofosbuvir 400 mg plus daclatasvir 200mg [drug],intervention_2646
allocetra-ots [biological],intervention_2647
1. characterize the immune response after infection with sars-cov-2 [genetic],intervention_2648
apixaban 2.5 mg [drug],intervention_2649
apixaban 5mg [drug],intervention_2650
msct [device],intervention_2651
low dose whole lung radiotherapy for older patients with covid-19 pneumonitis [radiation],intervention_2652
plant polyphenol [drug],intervention_2653
grad-cov2 [biological],intervention_2654
sofusbuvir + daclastavir [drug],intervention_2655
placebo sofusbuvir + daclatasvir [drug],intervention_2656
phlebotomy [diagnostic test],intervention_2657
aerosolized dnase [drug],intervention_2658
nacl [drug],intervention_2659
auricular percutaneous neurostimulation [device],intervention_2660
ec-18 [drug],intervention_2661
placebo ec-18 [drug],intervention_2662
exercise training [behavioral],intervention_2663
isoquercetin (iqc-950an) [drug],intervention_2664
ly3832479 [drug],intervention_2665
placebo to match rdv [drug],intervention_2666
5-ala-phosphate + sfc (5-ala + sfc) [dietary supplement],intervention_2667
biological [biological],intervention_2668
zavegepant (bhv-3500) [drug],intervention_2669
questionaire [other],intervention_2670
saliva-based testing [behavioral],intervention_2671
pep flute [device],intervention_2672
lung ultrasound use in patients hospitalized with covid [diagnostic test],intervention_2673
sti-5656 [drug],intervention_2674
estrogen therapy [drug],intervention_2675
nt-i7 [drug],intervention_2676
blood for research purposes [procedure],intervention_2677
blood for pharmacokinetic samples [procedure],intervention_2678
"nasopharyngeal, oropharyngeal, or saliva swab [procedure]",intervention_2679
blood for anti-drug antibody (ada) [procedure],intervention_2680
toremifene [drug],intervention_2681
arbs and/or ace inhibitors [other],intervention_2682
no intervention. observational cohort study [other],intervention_2683
nbt-nm108 [drug],intervention_2684
usual care only [other],intervention_2685
breath sample [diagnostic test],intervention_2686
cenicriviroc (cvc) [drug],intervention_2687
alexa amazon [device],intervention_2688
pet-ct of 18f-fdg [diagnostic test],intervention_2689
razuprotafib subcutaneous solution [drug],intervention_2690
placebo subcutaneous solution [drug],intervention_2691
ivermectin nasal [drug],intervention_2692
ivermectin oral [drug],intervention_2693
famotidine 20 mg [drug],intervention_2694
csl324 [biological],intervention_2695
dwj1248 [drug],intervention_2696
covid-19 pcr swab [diagnostic test],intervention_2697
pulse oximeter [diagnostic test],intervention_2698
home-use test and follow-up questionnaire [other],intervention_2699
vir-7831 [biological],intervention_2700
asunercept [biological],intervention_2701
"serelogy testing, rt pcr [diagnostic test]",intervention_2702
sofosbuvir plus ledipasvir [drug],intervention_2703
elisa and rapid test to detect antibodies against covid-19 [diagnostic test],intervention_2704
povidone-iodine 0.4% ni [drug],intervention_2705
povidone-iodine 0.5% ni [drug],intervention_2706
povidone-iodine 0.6% ni [drug],intervention_2707
povidone-iodine 0.5% ns [drug],intervention_2708
povidone-iodine 0.6% ns [drug],intervention_2709
placebo comparator:dw-ni [other],intervention_2710
placebo comparator:dw-ns [other],intervention_2711
antroquinonol [drug],intervention_2712
avigan [drug],intervention_2713
iv dexamethasone [drug],intervention_2714
nasal dexamethasone [drug],intervention_2715
epivaccorona (epivaccorona vaccine based on peptide antigens for the prevention of covid-19) [biological],intervention_2716
"placebo (sodium chloride bufus, solvent for the preparation of dosage forms for injection 0.9%) [other]",intervention_2717
v591 [biological],intervention_2718
azd1656 [drug],intervention_2719
fuzheng huayu tablet [drug],intervention_2720
vitamin c tablets [drug],intervention_2721
respiratory function rehabilitation training [other],intervention_2722
core warming [device],intervention_2723
patient characteristics [other],intervention_2724
covid-19 treatments [other],intervention_2725
differences in triage [other],intervention_2726
surge capacity [other],intervention_2727
masked saline placebo [other],intervention_2728
mr or m-m-r ii ¬æ vaccine [drug],intervention_2729
diagnostic laboratory biomarker analysis [other],intervention_2730
electronic health record review [other],intervention_2731
inactivated sars-cov-2 vaccine (vero cell) [biological],intervention_2732
ent exam [diagnostic test],intervention_2733
olfactometry [diagnostic test],intervention_2734
brain mri [diagnostic test],intervention_2735
temporarily holding the raas inhibitor [intervention] [other],intervention_2736
raas inhibitor [continued standard of care] [other],intervention_2737
antithrombotic therapy (anticoagulant and/or antiplatelet) before admission for covid19 [other],intervention_2738
saliva and nps test [diagnostic test],intervention_2739
project echo [other],intervention_2740
clbs119 [biological],intervention_2741
placebo tablet [other],intervention_2742
placebo capsules [other],intervention_2743
tomeka¬æ [combination product],intervention_2744
"""vernonia amygdalina"" [drug]",intervention_2745
tafenoquine oral tablet [drug],intervention_2746
videofluoroscopic swallowing study (vfss) [diagnostic test],intervention_2747
apixaban [drug],intervention_2748
covid-19 antibody point of care test kit [diagnostic test],intervention_2749
retrospective metagenomics on clinical samples collected during hospitalization [other],intervention_2750
anticoagulation agents (edoxaban and/or high dose lmwh) [drug],intervention_2751
low dose low molecular weight heparin or placebo [drug],intervention_2752
"training of youth, community health assistants and community health workers. [other]",intervention_2753
training clinicians in basic critical care and the management of severe covid-19 cases [other],intervention_2754
non-invasive red lllt treatment to chest of patient. [device],intervention_2755
sham device treatment [device],intervention_2756
"two doses of middle-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28 [biological]",intervention_2757
"two doses of high-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28 [biological]",intervention_2758
"three doses of high-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 14, 28 [biological]",intervention_2759
"two doses of placebo at the schedule of day 0, 28ôºàmiddle-dose groupôºâ [biological]",intervention_2760
"two doses of placebo at the schedule of day 0, 28ôºàhigh-dose groupôºâ [biological]",intervention_2761
"three doses of placebo at the schedule of day 0, 14, 28ôºàhigh-dose groupôºâ [biological]",intervention_2762
azd7442 [combination product],intervention_2763
convalescent plasma as therapy for covid-19 patients [biological],intervention_2764
data collection from medical files [other],intervention_2765
alvelestat [drug],intervention_2766
"analogs, prostaglandin e1 [drug]",intervention_2767
standard therapeutic protocol [drug],intervention_2768
sars-cov-2 antibody immunoassays [diagnostic test],intervention_2769
ivermectin and doxycycline [drug],intervention_2770
bucillamine [drug],intervention_2771
isis 721744 [drug],intervention_2772
electronic survey [other],intervention_2773
mpt0b640 [drug],intervention_2774
theraputic heparin [drug],intervention_2775
prophylactic heparin [drug],intervention_2776
interleuken 6 level measurment [diagnostic test],intervention_2777
interleukin-6 gene-174c detection [diagnostic test],intervention_2778
diagnostic test:serology test for covid-19 [diagnostic test],intervention_2779
opt-out recruitment email [behavioral],intervention_2780
opt-in recruitment email [behavioral],intervention_2781
antibody testing [biological],intervention_2782
brexanolone [drug],intervention_2783
astrostem-v [drug],intervention_2784
virtual reality therapy first [device],intervention_2785
conventional therapy first [device],intervention_2786
covi-guard [biological],intervention_2787
f-652 [biological],intervention_2788
comparison of sample collection methods [diagnostic test],intervention_2789
cytosorb [device],intervention_2790
sars-cov-2 vaccine formulation 1 with adjuvant 1 [biological],intervention_2791
sars-cov-2 vaccine formulation 1 with adjuvant 2 [biological],intervention_2792
sars-cov-2 vaccine formulation 2 with adjuvant 1 [biological],intervention_2793
sars-cov-2 vaccine formulation 2 with adjuvant 2 [biological],intervention_2794
sars-cov-2 vaccine formulation 2 without adjuvant [biological],intervention_2795
placebo (0.9% normal saline) [biological],intervention_2796
prednisone tablet [drug],intervention_2797
lmwh [drug],intervention_2798
covid19 convalescent plasma infusion [biological],intervention_2799
nebulised unfractionated heparin (ufh) [drug],intervention_2800
lymphocyte monocyte ratio [diagnostic test],intervention_2801
sars-cov-2 rs - phase 1 [biological],intervention_2802
sars-cov-2 rs/matrix-m adjuvant - phase 1 [biological],intervention_2803
"normal saline solution (nss), placebo - phase 1 [other]",intervention_2804
"normal saline solution (nss), placebo - phase 2 [other]",intervention_2805
"sars-cov-2 rs/matrix-m adjuvant, day 0 - phase 1 [biological]",intervention_2806
"normal saline solution (nss), placebo, day 21 - phase 1 [other]",intervention_2807
"sars-cov-2 rs/matrix-m adjuvant, days 0 and 21 - phase 2 [biological]",intervention_2808
"normal saline solution (nss), placebo, day 189 - phase 2 [other]",intervention_2809
"sars-cov-2 rs/matrix-m adjuvant, day 0 - phase 2 [biological]",intervention_2810
"normal saline solution (nss), placebo, day 21 - phase 2 [other]",intervention_2811
sars-cov-2 rs/matrix-m adjuvant - day 189 - phase 2 [biological],intervention_2812
tenofovir/ emtricitabine ( 300 mg / 200 mg daily during 60 days) + personal protective equipment (ppe) [drug],intervention_2813
placebo (1 tablet daily during 60 days) + personal protective equipment (ppe) [other],intervention_2814
prolectin-m; a (1-6)-alpha-d-mannopyranose class [other],intervention_2815
iota-carrageenan [drug],intervention_2816
ub-612 [biological],intervention_2817
observational measurement of biometric data. no change to health care provided. [device],intervention_2818
cyclosporin a [drug],intervention_2819
sno [drug],intervention_2820
intravenous immunoglobulin therapy [biological],intervention_2821
sars-cov-2 rs/matrix-m1 adjuvant [biological],intervention_2822
testing for sars-cov-2 [diagnostic test],intervention_2823
late-dexamethasone [drug],intervention_2824
mometasone furoate nasal spray [drug],intervention_2825
bardoxolone methyl [drug],intervention_2826
invasive mechanical ventilation using the unisabana-herons ventilator during 24 hours [device],intervention_2827
"evaluation of clinical, instrumental and laboratory diagnostics tests [diagnostic test]",intervention_2828
omega-3 fatty acid supplement [drug],intervention_2829
placebo/control [drug],intervention_2830
sars-cov2 autoantibody detection [diagnostic test],intervention_2831
seroprevalence of sars-cov-2 infection in patients with hiv infection [other],intervention_2832
nuvastatic [drug],intervention_2833
lopinavir/ ritonavir [drug],intervention_2834
lopinavir/ ritonavir placebo [other],intervention_2835
hydroxycloroquine and azythromycine [combination product],intervention_2836
cospherunate/azythromycine [combination product],intervention_2837
cospherunate/phytomedicine/azythromycien [combination product],intervention_2838
echocardiogram 2d [diagnostic test],intervention_2839
heparin sodium [drug],intervention_2840
mf59 adjuvanted sars-cov-2 sclamp vaccine 5mcg [biological],intervention_2841
mf59 adjuvanted sars-cov-2 sclamp vaccine 15mcg [biological],intervention_2842
mf59 adjuvanted sars-cov-2 sclamp vaccine 45mcg [biological],intervention_2843
immunofree tablets and reginmune capsule [combination product],intervention_2844
tenecteplase [drug],intervention_2845
vitros anti-sars-cov-2 igg test [diagnostic test],intervention_2846
zinc picolinate [dietary supplement],intervention_2847
zinc picolinate placebo [dietary supplement],intervention_2848
resveratrol placebo [dietary supplement],intervention_2849
covid-19 convalescent plasma (ccp) plus standard of care (soc) [biological],intervention_2850
standard of care (soc) plus placebo [biological],intervention_2851
acknowledgement racial injustice ama [behavioral],intervention_2852
african american sender acknowledgement [behavioral],intervention_2853
african american sender in informational videos. [behavioral],intervention_2854
racial inequality highlighted [behavioral],intervention_2855
ama acknowledgement drug pricing [behavioral],intervention_2856
white sender in acknowledgement [behavioral],intervention_2857
white sender in informational videos [behavioral],intervention_2858
no racial inequality highlighting [behavioral],intervention_2859
placebo videos [behavioral],intervention_2860
povidone-iodine solution 1.25% w/w [0.125% available iodine] usp [drug],intervention_2861
interferon alfa [drug],intervention_2862
high dose interferon-beta 1a [drug],intervention_2863
low dose interferon-beta 1a [drug],intervention_2864
sng001 [drug],intervention_2865
growth hormone [drug],intervention_2866
nasopharyngeal and throat/oropharyngeal swabs analyses by rt-pcr and ddpcr [diagnostic test],intervention_2867
ivig [drug],intervention_2868
bcg tokyo-172 strain solution [drug],intervention_2869
edoxaban tablets [drug],intervention_2870
mr-pro-adm [other],intervention_2871
bovine lactoferrin [dietary supplement],intervention_2872
maltodextrin [dietary supplement],intervention_2873
inm005 [drug],intervention_2874
supine position [other],intervention_2875
covid-19 androgen sensitivity test (covast) [genetic],intervention_2876
recovered covid 19 patients plasma [biological],intervention_2877
symptom survey [other],intervention_2878
kelea excellerated water [device],intervention_2879
transpulmonary pressure measurements [diagnostic test],intervention_2880
bgb dxp593 [drug],intervention_2881
personal behaviours [behavioral],intervention_2882
hydroxychloroquine/azithromycine [combination product],intervention_2883
quinquina-stevia/azythromycin [combination product],intervention_2884
4plants/azythromycin [combination product],intervention_2885
no interventions [other],intervention_2886
metformin [drug],intervention_2887
apps [other],intervention_2888
mesenchymal stromal cell-based therapy [other],intervention_2889
"clinical, laboratory and imaging characteristics of pneumonia [other]",intervention_2890
btl-tml-covid [drug],intervention_2891
covid-19 standard of care [other],intervention_2892
sars-cov-2 s1/s2 igg [diagnostic test],intervention_2893
kamada anti-sars-cov-2 [biological],intervention_2894
cognitive behavioural group therapy for perinatal anxiety [other],intervention_2895
management strategy of outpatient with mild to moderate sars-cov-2 pneumonia [other],intervention_2896
povidine iodine nasal swabs [drug],intervention_2897
cyp-001 [biological],intervention_2898
linagliptin tablet [drug],intervention_2899
insulin [drug],intervention_2900
dapansutrile capsules [drug],intervention_2901
placebo capsules [drug],intervention_2902
sofosbuvir and ledipasvir [drug],intervention_2903
family nurture intervention (fni) [behavioral],intervention_2904
earsats pulse oximeter probe [device],intervention_2905
difficulties lived by disabled children's parents in the period of covid-19 pandemic [other],intervention_2906
cross sectional study using scientifically validated psychometric scales [other],intervention_2907
treamid [drug],intervention_2908
allogeneic mesenchymal stem cell [drug],intervention_2909
renin-angiotensin system inhibitors [drug],intervention_2910
c2rx [device],intervention_2911
db-001 [biological],intervention_2912
immune response study [diagnostic test],intervention_2913
ucmscs [biological],intervention_2914
ak119 [drug],intervention_2915
ensifentrine dose 1 [drug],intervention_2916
placebo pmdi [drug],intervention_2917
collection of odour samples [behavioral],intervention_2918
aaz covid-19 rapid test [diagnostic test],intervention_2919
oropharyngeal swabs [diagnostic test],intervention_2920
exo 1 inhalation [procedure],intervention_2921
exo 2 inhalation [procedure],intervention_2922
placebo inhalation [procedure],intervention_2923
tear collection [diagnostic test],intervention_2924
expression of receptors and activating proteases [genetic],intervention_2925
polymorphism of the hsd3b1 [genetic],intervention_2926
bva-100 [device],intervention_2927
fenofibrate [other],intervention_2928
simha kriya [behavioral],intervention_2929
reading a book [behavioral],intervention_2930
no intervention / compare the difference in respiratory rate between h0 and h12 of the initiation of morphine between the control and interventional groups [other],intervention_2931
essential oil blend [other],intervention_2932
control blend [other],intervention_2933
dose finding phase (mtd) [biological],intervention_2934
partially hla-matched sars-covsts [biological],intervention_2935
routine care (no sars-covsts) [other],intervention_2936
"analysis of cytokine response, innate and adaptive immune response, complement activation, and serum neurofilaments as a marker of neurological damage. [other]",intervention_2937
"mri (heart, brain, lungs, kidney) [diagnostic test]",intervention_2938
bloodwork [diagnostic test],intervention_2939
cognitive testing [other],intervention_2940
olfaction testing [other],intervention_2941
spirometry [diagnostic test],intervention_2942
walk test [other],intervention_2943
questionnaire filling [other],intervention_2944
covid-19 infection status [other],intervention_2945
artemisia annua leaf [drug],intervention_2946
qazcovid-in¬æ - covid-19 inactivated vaccine [biological],intervention_2947
experts consensus [other],intervention_2948
broncho-vaxom¬æ [drug],intervention_2949
valproate [drug],intervention_2950
quetiapine [drug],intervention_2951
thoraxic computed tomography [diagnostic test],intervention_2952
pulmonary function testing [diagnostic test],intervention_2953
zofin [biological],intervention_2954
electronic survey questionnaire [other],intervention_2955
aviptadil 67œºg [drug],intervention_2956
placebo 0.9% nacl solution [drug],intervention_2957
mesenchymal stem cell therapy [biological],intervention_2958
qrt-pcr and serology [diagnostic test],intervention_2959
physiology [other],intervention_2960
v/q spect-ct [other],intervention_2961
st. george's respiratory questionnaire (sgrq) [other],intervention_2962
mmrc (modified medical research council) dyspnea scale [other],intervention_2963
six-minute walk test (6mwt) [other],intervention_2964
spirometry [other],intervention_2965
plethysmography & dlco [other],intervention_2966
airwave oscillometry [other],intervention_2967
testing procedure for binding antibodies [diagnostic test],intervention_2968
neutralizing antibodies [diagnostic test],intervention_2969
in01 vaccine [biological],intervention_2970
defibrotide [drug],intervention_2971
questionnaire and optional interview [other],intervention_2972
quality of live assessment [other],intervention_2973
hads questionnaire [diagnostic test],intervention_2974
electrolytes [other],intervention_2975
infusion placebo [other],intervention_2976
"covid-19 antigen/antibody rapid testing, mobile device image capture and telemedicine support [diagnostic test]",intervention_2977
magnetic resonance spectroscopy (mrs). [other],intervention_2978
collagen-polyvinylpyrrolidone [drug],intervention_2979
extravascular lung water index [device],intervention_2980
pulmonary vascular permeability index [device],intervention_2981
chadox1 ncov-19 0.5ml boost [biological],intervention_2982
behaviour change technique intervention to improve quality of life [behavioral],intervention_2983
sars-cov-2 vaccine (inactivated) [biological],intervention_2984
eit-group [other],intervention_2985
ardsnet [other],intervention_2986
nutritional assessment [other],intervention_2987
lung ct [diagnostic test],intervention_2988
rapid serological test [other],intervention_2989
"urinary ngal, timp-2, igfbp7, il-6, viral load and metabolomic [diagnostic test]",intervention_2990
single high dose vitamin d [drug],intervention_2991
treatment as usual vitamin d [drug],intervention_2992
umbilical cord lining stem cells (ulsc) [biological],intervention_2993
placebo (carrier control) [other],intervention_2994
tele-pulmonary rehabilitation [other],intervention_2995
